"","x"
"294",2515
"295",2523
"296",2593
"297",2654
"298",2680
"299",2683
"300",2655
"301",2678
"302",2687
"303",2676
"304",2569
"305",2557
"306",2538
"307",2580
"308",2550
"309",2596
"310",2609
"311",2581
"312",2585
"313",2547
"314",2573
"315",2574
"316",2629
"317",2646
"318",2680
"319",2681
"320",2686
"321",2719
"322",2653
"323",2622
"324",2614
"325",2537
"326",2528
"327",2554
"328",2592
"329",2587
"330",2586
"331",2617
"332",2702
"333",2672
"334",2616
"335",2593
"336",2594
"337",2588
"338",2584
"339",2564
"340",2514
"341",2496
"342",2514
"343",2543
"344",2517
"345",2536
"346",2552
"347",2555
"348",2561
"349",2523
"350",2460
"351",2504
"352",2475
"353",2427
"354",2454
"355",2512
"356",2504
"357",2477
"358",2443
"359",2439
"360",2428
"361",2443
"362",2378
"363",2343
"364",2318
"365",2317
"366",2284
"367",2306
"368",2373
"369",2350
"370",2327
"371",2285
"372",2211
"373",2163
"374",2154
"375",2162
"376",2091
"377",2090
"378",2048
"379",2047
"380",2014
"381",1990
"382",2028
"383",2082
"384",2113
"385",2120
"386",2172
"387",2151
"388",2092
"389",2053
"390",1964
"391",1960
"392",1990
"393",1998
"394",1990
"395",1909
"396",1925
"397",1883
"398",1892
"399",1885
"400",1883
"401",1897
"402",1906
"403",1933
"404",1975
"405",1997
"406",2015
"407",1983
"408",1926
"409",1947
"410",1917
"411",1900
"412",1936
"413",1950
"414",1976
"415",2034
"416",2057
"417",2033
"418",1997
"419",2037
"420",2030
"421",2112
"422",2152
"423",2208
"424",2252
"425",2239
"426",2234
"427",2222
"428",2220
"429",2197
"430",2212
"431",2223
"432",2240
"433",2216
"434",2194
"435",2199
"436",2230
"437",2263
"438",2312
"439",2341
"440",2337
"441",2378
"442",2354
"443",2354
"444",2298
"445",2253
"446",2283
"447",2357
"448",2389
"449",2323
"450",2283
"451",2239
"452",2231
"453",2202
"454",2240
"455",2237
"456",2205
"457",2185
"458",2246
"459",2267
"460",2240
"461",2176
"462",2195
"463",2120
"464",2081
"465",2097
"466",2052
"467",2020
"468",1978
"469",1967
"470",1961
"471",1955
"472",1912
"473",1842
"474",1837
"475",1873
"476",1869
"477",1839
"478",1841
"479",1793
"480",1756
"481",1722
"482",1722
"483",1768
"484",1809
"485",1815
"486",1821
"487",1792
"488",1826
"489",1846
"490",1868
"491",1823
"492",1779
"493",1759
"494",1768
"495",1782
"496",1804
"497",1845
"498",1879
"499",1865
"500",1899
"501",1926
"502",1959
"503",1972
"504",1936
"505",1923
"506",1936
"507",1963
"508",2019
"509",2073
"510",2072
"511",2117
"512",2104
"513",2050
"514",1972
"515",2001
"516",2032
"517",2030
"518",2019
"519",2059
"520",2020
"521",2021
"522",1965
"523",2009
"524",2005
"525",1959
"526",1933
"527",1944
"528",1961
"529",1926
"530",1867
"531",1849
"532",1862
"533",1898
"534",1901
"535",1903
"536",1866
"537",1935
"538",1878
"539",1874
"540",1894
"541",1922
"542",1960
"543",1879
"544",1793
"545",1782
"546",1807
"547",1862
"548",1800
"549",1836
"550",1846
"551",1834
"552",1807
"553",1832
"554",1859
"555",1775
"556",1777
"557",1838
"558",1839
"559",1846
"560",1833
"561",1782
"562",1737
"563",1743
"564",1743
"565",1748
"566",1771
"567",1787
"568",1741
"569",1723
"570",1705
"571",1737
"572",1721
"573",1730
"574",1727
"575",1751
"576",1786
"577",1796
"578",1836
"579",1849
"580",1799
"581",1805
"582",1779
"583",1795
"584",1800
"585",1776
"586",1785
"587",1803
"588",1770
"589",1769
"590",1774
"591",1802
"592",1784
"593",1809
"594",1820
"595",1828
"596",1855
"597",1816
"598",1759
"599",1767
"600",1715
"601",1719
"602",1684
"603",1629
"604",1668
"605",1658
"606",1659
"607",1659
"608",1712
"609",1781
"610",1793
"611",1798
"612",1824
"613",1906
"614",1899
"615",1895
"616",1889
"617",1932
"618",1930
"619",1938
"620",1909
"621",1920
"622",1896
"623",1852
"624",1831
"625",1796
"626",1772
"627",1775
"628",1875
"629",1919
"630",1925
"631",1933
"632",1933
"633",1964
"634",2040
"635",1979
"636",1951
"637",1989
"638",1966
"639",1983
"640",2059
"641",2039
"642",2061
"643",2115
"644",2128
"645",2099
"646",2008
"647",1994
"648",1999
"649",2052
"650",2044
"651",2089
"652",2147
"653",2144
"654",2122
"655",2117
"656",2085
"657",2052
"658",2075
"659",2111
"660",2091
"661",2111
"662",2086
"663",2116
"664",2134
"665",2085
"666",2139
"667",2135
"668",2175
"669",2134
"670",2156
"671",2169
"672",2210
"673",2251
"674",2275
"675",2256
"676",2276
"677",2291
"678",2331
"679",2288
"680",2253
"681",2232
"682",2195
"683",2162
"684",2234
"685",2269
"686",2316
"687",2334
"688",2341
"689",2317
"690",2363
"691",2335
"692",2364
"693",2318
"694",2334
"695",2366
"696",2322
"697",2240
"698",2248
"699",2251
"700",2284
"701",2226
"702",2226
"703",2235
"704",2191
"705",2201
"706",2162
"707",2164
"708",2153
"709",2125
"710",2121
"711",2127
"712",2119
"713",2080
"714",2108
"715",2123
"716",2173
"717",2186
"718",2202
"719",2165
"720",2119
"721",2072
"722",2066
"723",2044
"724",2047
"725",2080
"726",2114
"727",2084
"728",2099
"729",2159
"730",2236
"731",2312
"732",2318
"733",2334
"734",2370
"735",2335
"736",2305
"737",2310
"738",2358
"739",2392
"740",2445
"741",2427
"742",2379
"743",193
"744",260
"745",304
"746",331
"747",377
"748",413
"749",385
"750",430
"751",447
"752",465
"753",455
"754",465
"755",490
"756",506
"757",535
"758",568
"759",621
"760",662
"761",638
"762",626
"763",668
"764",708
"765",704
"766",705
"767",715
"768",770
"769",829
"770",871
"771",903
"772",852
"773",849
"774",869
"775",836
"776",871
"777",922
"778",919
"779",926
"780",942
"781",980
"782",1005
"783",1047
"784",1032
"785",1034
"786",1051
"787",1065
"788",1085
"789",1093
"790",1082
"791",1087
"792",1094
"793",1110
"794",1099
"795",1110
"796",1004
"797",1014
"798",1032
"799",1084
"800",1075
"801",1010
"802",1052
"803",1087
"804",1122
"805",1075
"806",1134
"807",1134
"808",1096
"809",1105
"810",1039
"811",1018
"812",995
"813",983
"814",1027
"815",995
"816",994
"817",1029
"818",1057
"819",1066
"820",1038
"821",1047
"822",994
"823",1017
"824",1077
"825",998
"826",1023
"827",1058
"828",1086
"829",1085
"830",1065
"831",1003
"832",1023
"833",1009
"834",1075
"835",1081
"836",1096
"837",1066
"838",1082
"839",1041
"840",1090
"841",1059
"842",1094
"843",1086
"844",1097
"845",1099
"846",1120
"847",1095
"848",1099
"849",1112
"850",1114
"851",1077
"852",1075
"853",1033
"854",1013
"855",1020
"856",1076
"857",1155
"858",1089
"859",1056
"860",1054
"861",1081
"862",1093
"863",1114
"864",1131
"865",1084
"866",1084
"867",1066
"868",1049
"869",1038
"870",1039
"871",1053
"872",1021
"873",1046
"874",1027
"875",1020
"876",1036
"877",990
"878",1017
"879",1032
"880",1043
"881",1106
"882",1203
"883",1311
"884",1298
"885",1330
"886",1348
"887",1349
"888",1327
"889",1265
"890",1233
"891",1241
"892",1276
"893",1306
"894",1295
"895",1282
"896",1315
"897",1330
"898",1305
"899",1246
"900",1271
"901",1273
"902",1281
"903",1298
"904",1216
"905",1299
"906",1291
"907",1304
"908",1281
"909",1280
"910",1349
"911",1376
"912",1370
"913",1381
"914",1374
"915",1340
"916",1390
"917",1405
"918",1375
"919",1320
"920",1325
"921",1355
"922",1314
"923",1251
"924",1254
"925",1219
"926",1220
"927",1177
"928",1186
"929",1180
"930",1224
"931",1231
"932",1226
"933",1229
"934",1203
"935",1209
"936",1231
"937",1214
"938",1181
"939",1126
"940",1104
"941",1107
"942",1179
"943",1182
"944",1228
"945",1219
"946",1236
"947",1223
"948",1223
"949",1283
"950",1274
"951",1275
"952",1302
"953",1322
"954",1330
"955",1368
"956",1323
"957",1335
"958",1297
"959",1293
"960",1280
"961",1300
"962",1336
"963",1379
"964",1346
"965",1339
"966",1338
"967",1383
"968",1447
"969",1457
"970",1508
"971",1563
"972",1577
"973",1595
"974",1660
"975",1613
"976",1598
"977",1605
"978",1586
"979",1576
"980",1632
"981",1621
"982",1623
"983",1618
"984",1624
"985",1590
"986",1555
"987",1565
"988",1521
"989",1498
"990",1461
"991",1459
"992",1494
"993",1476
"994",1409
"995",1387
"996",1386
"997",1402
"998",1394
"999",1393
"1000",1394
"1001",1396
"1002",1420
"1003",1418
"1004",1384
"1005",1384
"1006",1406
"1007",1418
"1008",1450
"1009",1471
"1010",1462
"1011",1505
"1012",1515
"1013",1529
"1014",1550
"1015",1594
"1016",1620
"1017",1627
"1018",1596
"1019",1558
"1020",1584
"1021",1596
"1022",1663
"1023",1661
"1024",1672
"1025",1667
"1026",1642
"1027",1669
"1028",1632
"1029",1604
"1030",1625
"1031",1625
"1032",1601
"1033",1588
"1034",1515
"1035",1505
"1036",1468
"1037",1450
"1038",1500
"1039",1573
"1040",1548
"1041",1517
"1042",1522
"1043",1562
"1044",1598
"1045",1594
"1046",1535
"1047",1562
"1048",1535
"1049",1553
"1050",1511
"1051",1508
"1052",1486
"1053",1522
"1054",1524
"1055",1544
"1056",1577
"1057",1585
"1058",1632
"1059",1656
"1060",1631
"1061",1605
"1062",1630
"1063",1666
"1064",1625
"1065",1666
"1066",1696
"1067",1660
"1068",1649
"1069",1675
"1070",1683
"1071",1665
"1072",1648
"1073",1707
"1074",1798
"1075",1787
"1076",1799
"1077",1806
"1078",1809
"1079",1818
"1080",1818
"1081",1843
"1082",1769
"1083",1737
"1084",1702
"1085",1744
"1086",1681
"1087",1673
"1088",1694
"1089",1728
"1090",1751
"1091",1751
"1092",1694
"1093",1718
"1094",1700
"1095",1638
"1096",1689
"1097",1766
"1098",1773
"1099",1781
"1100",1777
"1101",1827
"1102",1840
"1103",1884
"1104",1837
"1105",1834
"1106",1845
"1107",1818
"1108",1813
"1109",1832
"1110",1879
"1111",1905
"1112",1882
"1113",1824
"1114",1797
"1115",1769
"1116",1790
"1117",1785
"1118",1722
"1119",1702
"1120",1677
"1121",1671
"1122",1657
"1123",1617
"1124",1647
"1125",1685
"1126",1676
"1127",1707
"1128",1767
"1129",1750
"1130",1692
"1131",1665
"1132",1572
"1133",1576
"1134",1592
"1135",1601
"1136",1622
"1137",1554
"1138",1610
"1139",1560
"1140",1546
"1141",1522
"1142",1539
"1143",1561
"1144",1581
"1145",1605
"1146",1646
"1147",1658
"1148",1675
"1149",1654
"1150",1587
"1151",1599
"1152",1605
"1153",1613
"1154",1676
"1155",1705
"1156",1752
"1157",1820
"1158",1849
"1159",1828
"1160",1779
"1161",1811
"1162",1779
"1163",1836
"1164",1865
"1165",1925
"1166",1975
"1167",1941
"1168",1931
"1169",1924
"1170",1918
"1171",1891
"1172",1917
"1173",1948
"1174",1955
"1175",1940
"1176",1918
"1177",1928
"1178",1964
"1179",1979
"1180",2043
"1181",2106
"1182",2112
"1183",2162
"1184",2117
"1185",2093
"1186",2028
"1187",1990
"1188",2011
"1189",2094
"1190",2137
"1191",2075
"1192",2052
"1193",2001
"1194",1992
"1195",1983
"1196",2013
"1197",2001
"1198",1983
"1199",1955
"1200",2005
"1201",2033
"1202",2027
"1203",1991
"1204",2036
"1205",1975
"1206",1950
"1207",1979
"1208",1924
"1209",1895
"1210",1874
"1211",1889
"1212",1895
"1213",1888
"1214",1854
"1215",1787
"1216",1770
"1217",1798
"1218",1800
"1219",1784
"1220",1769
"1221",1723
"1222",1692
"1223",1641
"1224",1641
"1225",1695
"1226",1745
"1227",1756
"1228",1776
"1229",1755
"1230",1797
"1231",1818
"1232",1838
"1233",1787
"1234",1736
"1235",1712
"1236",1726
"1237",1741
"1238",1756
"1239",1796
"1240",1813
"1241",1787
"1242",1822
"1243",1824
"1244",1856
"1245",1868
"1246",1819
"1247",1797
"1248",1809
"1249",1826
"1250",1901
"1251",1951
"1252",1956
"1253",1977
"1254",1969
"1255",1928
"1256",1857
"1257",1899
"1258",1938
"1259",1923
"1260",1932
"1261",1985
"1262",1938
"1263",1939
"1264",1886
"1265",1913
"1266",1915
"1267",1868
"1268",1833
"1269",1850
"1270",1864
"1271",1823
"1272",1780
"1273",1761
"1274",1759
"1275",1787
"1276",1783
"1277",1764
"1278",1734
"1279",1811
"1280",1764
"1281",1759
"1282",1781
"1283",1809
"1284",1859
"1285",1785
"1286",1696
"1287",1689
"1288",1721
"1289",1766
"1290",1702
"1291",1734
"1292",1746
"1293",1732
"1294",1708
"1295",1742
"1296",1769
"1297",1698
"1298",1695
"1299",1757
"1300",1753
"1301",1743
"1302",1727
"1303",1670
"1304",1624
"1305",1623
"1306",1606
"1307",1621
"1308",1629
"1309",1643
"1310",1608
"1311",1584
"1312",1569
"1313",1607
"1314",1597
"1315",1604
"1316",1599
"1317",1601
"1318",1612
"1319",1619
"1320",1662
"1321",1667
"1322",1613
"1323",1610
"1324",1575
"1325",1585
"1326",1592
"1327",1559
"1328",1548
"1329",1571
"1330",1529
"1331",1514
"1332",1518
"1333",1552
"1334",1536
"1335",1552
"1336",1584
"1337",1603
"1338",1625
"1339",1617
"1340",1569
"1341",1575
"1342",1534
"1343",1548
"1344",1519
"1345",1466
"1346",1515
"1347",1515
"1348",1510
"1349",1494
"1350",1538
"1351",1593
"1352",1603
"1353",1594
"1354",1619
"1355",1696
"1356",1685
"1357",1694
"1358",1698
"1359",1735
"1360",1750
"1361",1767
"1362",1745
"1363",1748
"1364",1729
"1365",1664
"1366",1648
"1367",1592
"1368",1570
"1369",1566
"1370",1645
"1371",1693
"1372",1715
"1373",1728
"1374",1720
"1375",1719
"1376",1788
"1377",1725
"1378",1678
"1379",1721
"1380",1701
"1381",1703
"1382",1782
"1383",1776
"1384",1797
"1385",1814
"1386",1835
"1387",1819
"1388",1737
"1389",1737
"1390",1755
"1391",1819
"1392",1814
"1393",1874
"1394",1950
"1395",1963
"1396",1962
"1397",1955
"1398",1917
"1399",1879
"1400",1876
"1401",1886
"1402",1869
"1403",1888
"1404",1864
"1405",1884
"1406",1898
"1407",1850
"1408",1896
"1409",1886
"1410",1941
"1411",1922
"1412",1940
"1413",1967
"1414",2005
"1415",2061
"1416",2079
"1417",2081
"1418",2093
"1419",2110
"1420",2163
"1421",2141
"1422",2105
"1423",2073
"1424",2046
"1425",2027
"1426",2093
"1427",2134
"1428",2195
"1429",2228
"1430",2231
"1431",2218
"1432",2272
"1433",2257
"1434",2270
"1435",2228
"1436",2259
"1437",2300
"1438",2249
"1439",2167
"1440",2180
"1441",2189
"1442",2224
"1443",2174
"1444",2177
"1445",2170
"1446",2117
"1447",2114
"1448",2087
"1449",2082
"1450",2067
"1451",2055
"1452",2065
"1453",2088
"1454",2086
"1455",2057
"1456",2089
"1457",2106
"1458",2159
"1459",2173
"1460",2190
"1461",2159
"1462",2115
"1463",2069
"1464",2063
"1465",2044
"1466",2047
"1467",2080
"1468",2114
"1469",2084
"1470",2099
"1471",2159
"1472",2236
"1473",2312
"1474",2318
"1475",2334
"1476",2370
"1477",2335
"1478",2305
"1479",2310
"1480",2358
"1481",2392
"1482",2445
"1483",2427
"1484",2379
