"","x"
"338",1917
"339",1902
"340",1882
"341",1886
"342",1947
"343",1931
"344",1914
"345",1902
"346",1856
"347",1860
"348",1819
"349",1815
"350",1820
"351",1828
"352",1826
"353",1889
"354",1834
"355",1839
"356",1858
"357",1905
"358",1970
"359",1949
"360",1953
"361",1991
"362",2038
"363",2026
"364",2121
"365",2124
"366",2123
"367",2093
"368",2063
"369",2067
"370",1989
"371",1941
"372",2013
"373",2044
"374",2028
"375",2057
"376",2162
"377",2162
"378",2190
"379",2178
"380",2180
"381",2211
"382",2245
"383",2305
"384",2329
"385",2330
"386",2373
"387",2335
"388",2302
"389",2360
"390",2374
"391",2399
"392",2351
"393",2357
"394",2332
"395",2405
"396",2435
"397",2457
"398",2524
"399",2474
"400",2483
"401",2442
"402",2368
"403",2377
"404",2370
"405",2367
"406",2351
"407",2400
"408",2370
"409",2380
"410",2415
"411",2388
"412",2389
"413",2340
"414",2407
"415",2445
"416",2439
"417",2439
"418",2504
"419",2460
"420",2450
"421",2409
"422",2380
"423",2405
"424",2426
"425",2434
"426",2376
"427",2333
"428",2366
"429",2358
"430",2315
"431",2282
"432",2308
"433",2255
"434",2260
"435",2311
"436",2362
"437",2404
"438",2381
"439",2383
"440",2399
"441",2373
"442",2368
"443",2332
"444",2317
"445",2333
"446",2358
"447",2385
"448",2352
"449",2330
"450",2304
"451",2306
"452",2271
"453",2294
"454",2263
"455",2247
"456",2286
"457",2274
"458",2270
"459",2197
"460",2162
"461",2207
"462",2204
"463",2139
"464",2115
"465",2099
"466",2108
"467",2098
"468",2093
"469",2113
"470",2168
"471",2184
"472",2163
"473",2072
"474",2101
"475",2099
"476",2094
"477",2039
"478",2051
"479",2079
"480",2077
"481",2118
"482",2169
"483",2184
"484",2195
"485",2212
"486",2266
"487",2293
"488",2281
"489",2271
"490",2256
"491",2240
"492",2240
"493",2233
"494",2255
"495",2220
"496",2260
"497",2238
"498",2248
"499",2239
"500",2219
"501",2207
"502",2171
"503",2189
"504",2163
"505",2190
"506",2143
"507",2122
"508",2144
"509",2159
"510",2208
"511",2261
"512",2299
"513",2285
"514",2266
"515",2329
"516",2346
"517",2309
"518",2267
"519",2275
"520",2249
"521",2235
"522",2221
"523",2206
"524",2222
"525",2287
"526",2303
"527",2323
"528",2315
"529",2309
"530",2348
"531",2282
"532",2251
"533",2194
"534",2131
"535",2162
"536",2140
"537",2127
"538",2066
"539",2055
"540",2072
"541",2113
"542",2096
"543",2096
"544",2087
"545",2095
"546",2048
"547",2111
"548",2104
"549",2106
"550",2086
"551",2057
"552",2077
"553",2109
"554",2052
"555",2002
"556",2046
"557",2071
"558",2134
"559",2062
"560",1926
"561",1903
"562",1864
"563",1824
"564",1844
"565",1875
"566",1888
"567",1884
"568",1820
"569",1848
"570",1853
"571",1831
"572",1831
"573",1828
"574",1809
"575",1780
"576",1803
"577",1734
"578",1767
"579",1784
"580",1722
"581",1721
"582",1773
"583",1798
"584",1759
"585",1711
"586",1766
"587",1811
"588",1861
"589",1888
"590",1887
"591",1845
"592",1853
"593",1823
"594",1846
"595",1849
"596",1832
"597",1848
"598",1895
"599",1967
"600",1955
"601",1932
"602",1902
"603",1889
"604",1848
"605",1886
"606",1890
"607",1867
"608",1878
"609",1864
"610",1832
"611",1812
"612",1788
"613",1781
"614",1758
"615",1764
"616",1736
"617",1785
"618",1817
"619",1887
"620",1923
"621",1951
"622",1958
"623",1959
"624",1971
"625",1910
"626",1910
"627",1834
"628",1809
"629",1835
"630",1855
"631",1868
"632",1844
"633",1861
"634",1925
"635",1879
"636",189
"637",276
"638",319
"639",400
"640",440
"641",475
"642",566
"643",522
"644",505
"645",565
"646",588
"647",642
"648",685
"649",717
"650",734
"651",761
"652",734
"653",712
"654",736
"655",743
"656",755
"657",739
"658",794
"659",818
"660",818
"661",760
"662",768
"663",779
"664",774
"665",748
"666",724
"667",745
"668",767
"669",725
"670",701
"671",723
"672",784
"673",765
"674",787
"675",780
"676",766
"677",776
"678",776
"679",724
"680",755
"681",742
"682",789
"683",804
"684",862
"685",870
"686",858
"687",913
"688",937
"689",927
"690",943
"691",992
"692",973
"693",995
"694",978
"695",1001
"696",996
"697",1064
"698",1087
"699",1042
"700",1026
"701",997
"702",1021
"703",1052
"704",1047
"705",993
"706",1045
"707",1108
"708",1068
"709",1081
"710",1058
"711",1113
"712",1142
"713",1160
"714",1155
"715",1171
"716",1201
"717",1202
"718",1237
"719",1212
"720",1185
"721",1166
"722",1164
"723",1175
"724",1181
"725",1193
"726",1167
"727",1135
"728",1077
"729",1063
"730",1050
"731",1087
"732",1049
"733",1053
"734",1070
"735",1119
"736",1172
"737",1177
"738",1189
"739",1211
"740",1207
"741",1184
"742",1162
"743",1154
"744",1170
"745",1206
"746",1216
"747",1194
"748",1213
"749",1233
"750",1220
"751",1177
"752",1166
"753",1175
"754",1150
"755",1115
"756",1125
"757",1100
"758",1108
"759",1095
"760",1113
"761",1106
"762",1161
"763",1185
"764",1237
"765",1235
"766",1246
"767",1224
"768",1225
"769",1211
"770",1226
"771",1259
"772",1222
"773",1218
"774",1288
"775",1349
"776",1397
"777",1403
"778",1330
"779",1383
"780",1363
"781",1377
"782",1367
"783",1329
"784",1338
"785",1366
"786",1313
"787",1235
"788",1278
"789",1359
"790",1425
"791",1438
"792",1405
"793",1366
"794",1335
"795",1293
"796",1333
"797",1307
"798",1308
"799",1343
"800",1251
"801",1210
"802",1224
"803",1215
"804",1251
"805",1265
"806",1215
"807",1178
"808",1133
"809",1155
"810",1132
"811",1132
"812",1092
"813",1081
"814",1073
"815",1073
"816",1081
"817",1091
"818",1060
"819",1029
"820",1016
"821",1010
"822",1019
"823",1072
"824",1124
"825",1064
"826",1047
"827",1088
"828",1101
"829",1105
"830",1079
"831",1092
"832",1056
"833",1072
"834",1052
"835",1033
"836",1044
"837",1052
"838",1029
"839",1055
"840",1003
"841",969
"842",948
"843",939
"844",913
"845",941
"846",914
"847",950
"848",958
"849",962
"850",1003
"851",1025
"852",1015
"853",1018
"854",1019
"855",1061
"856",1069
"857",1090
"858",1163
"859",1128
"860",1055
"861",1006
"862",994
"863",1013
"864",1020
"865",1035
"866",1035
"867",978
"868",983
"869",1037
"870",1054
"871",1017
"872",1023
"873",1036
"874",1066
"875",1072
"876",1164
"877",1195
"878",1200
"879",1175
"880",1180
"881",1188
"882",1215
"883",1210
"884",1219
"885",1159
"886",1171
"887",1131
"888",1093
"889",1116
"890",1181
"891",1198
"892",1146
"893",1066
"894",1104
"895",1113
"896",1130
"897",1138
"898",1125
"899",1156
"900",1140
"901",1191
"902",1240
"903",1213
"904",1208
"905",1134
"906",1186
"907",1237
"908",1223
"909",1163
"910",1156
"911",1174
"912",1165
"913",1193
"914",1172
"915",1195
"916",1172
"917",1194
"918",1196
"919",1152
"920",1243
"921",1252
"922",1267
"923",1246
"924",1182
"925",1218
"926",1237
"927",1225
"928",1209
"929",1237
"930",1287
"931",1337
"932",1292
"933",1287
"934",1307
"935",1346
"936",1334
"937",1337
"938",1278
"939",1304
"940",1244
"941",1202
"942",1140
"943",1175
"944",1236
"945",1195
"946",1167
"947",1118
"948",1138
"949",1107
"950",1102
"951",1101
"952",1123
"953",1173
"954",1104
"955",1105
"956",1042
"957",1034
"958",1036
"959",1032
"960",1033
"961",1021
"962",1029
"963",1020
"964",985
"965",978
"966",924
"967",927
"968",967
"969",935
"970",926
"971",926
"972",922
"973",925
"974",952
"975",971
"976",951
"977",974
"978",1009
"979",999
"980",1072
"981",1057
"982",1037
"983",1028
"984",1047
"985",1032
"986",1036
"987",1029
"988",1094
"989",1076
"990",1076
"991",1050
"992",1067
"993",1138
"994",1148
"995",1129
"996",1129
"997",1168
"998",1193
"999",1258
"1000",1214
"1001",1195
"1002",1182
"1003",1187
"1004",1165
"1005",1101
"1006",1061
"1007",1143
"1008",1193
"1009",1168
"1010",1174
"1011",1253
"1012",1270
"1013",1236
"1014",1203
"1015",1221
"1016",1257
"1017",1283
"1018",1346
"1019",1338
"1020",1304
"1021",1360
"1022",1363
"1023",1317
"1024",1357
"1025",1416
"1026",1493
"1027",1495
"1028",1497
"1029",1492
"1030",1564
"1031",1619
"1032",1593
"1033",1691
"1034",1697
"1035",1673
"1036",1641
"1037",1596
"1038",1592
"1039",1589
"1040",1602
"1041",1609
"1042",1629
"1043",1599
"1044",1641
"1045",1665
"1046",1634
"1047",1623
"1048",1599
"1049",1711
"1050",1755
"1051",1746
"1052",1771
"1053",1856
"1054",1824
"1055",1802
"1056",1763
"1057",1793
"1058",1815
"1059",1872
"1060",1886
"1061",1828
"1062",1785
"1063",1826
"1064",1807
"1065",1785
"1066",1748
"1067",1763
"1068",1744
"1069",1797
"1070",1864
"1071",1910
"1072",1957
"1073",1993
"1074",2003
"1075",2044
"1076",2034
"1077",2036
"1078",2013
"1079",2005
"1080",2026
"1081",2058
"1082",2094
"1083",2055
"1084",2031
"1085",2001
"1086",1972
"1087",1917
"1088",1907
"1089",1847
"1090",1852
"1091",1888
"1092",1888
"1093",1924
"1094",1869
"1095",1836
"1096",1900
"1097",1925
"1098",1846
"1099",1815
"1100",1798
"1101",1802
"1102",1808
"1103",1815
"1104",1852
"1105",1917
"1106",1925
"1107",1909
"1108",1820
"1109",1846
"1110",1844
"1111",1826
"1112",1789
"1113",1794
"1114",1801
"1115",1812
"1116",1881
"1117",1932
"1118",1922
"1119",1945
"1120",1963
"1121",1986
"1122",2046
"1123",2030
"1124",2019
"1125",2004
"1126",1978
"1127",1978
"1128",1962
"1129",1968
"1130",1949
"1131",1985
"1132",1934
"1133",1961
"1134",1968
"1135",1969
"1136",1947
"1137",1934
"1138",1947
"1139",1937
"1140",1965
"1141",1910
"1142",1896
"1143",1928
"1144",1939
"1145",1990
"1146",2030
"1147",2059
"1148",2068
"1149",2056
"1150",2108
"1151",2125
"1152",2090
"1153",2065
"1154",2077
"1155",2075
"1156",2062
"1157",2032
"1158",2026
"1159",2051
"1160",2118
"1161",2140
"1162",2155
"1163",2165
"1164",2157
"1165",2200
"1166",2124
"1167",2098
"1168",2045
"1169",1987
"1170",2033
"1171",2004
"1172",2006
"1173",1949
"1174",1955
"1175",1965
"1176",1980
"1177",1948
"1178",1943
"1179",1932
"1180",1934
"1181",1894
"1182",1945
"1183",1945
"1184",1928
"1185",1910
"1186",1863
"1187",1894
"1188",1941
"1189",1904
"1190",1868
"1191",1930
"1192",1940
"1193",1987
"1194",1909
"1195",1781
"1196",1767
"1197",1746
"1198",1702
"1199",1729
"1200",1761
"1201",1779
"1202",1773
"1203",1708
"1204",1745
"1205",1751
"1206",1738
"1207",1732
"1208",1732
"1209",1710
"1210",1686
"1211",1707
"1212",1643
"1213",1674
"1214",1707
"1215",1624
"1216",1622
"1217",1667
"1218",1680
"1219",1647
"1220",1616
"1221",1677
"1222",1740
"1223",1775
"1224",1805
"1225",1800
"1226",1747
"1227",1750
"1228",1717
"1229",1739
"1230",1750
"1231",1714
"1232",1738
"1233",1800
"1234",1887
"1235",1884
"1236",1872
"1237",1820
"1238",1805
"1239",1775
"1240",1817
"1241",1827
"1242",1816
"1243",1838
"1244",1837
"1245",1811
"1246",1800
"1247",1771
"1248",1766
"1249",1744
"1250",1763
"1251",1736
"1252",1785
"1253",1817
"1254",1887
"1255",1923
"1256",1951
"1257",1958
"1258",1959
"1259",1971
"1260",1910
"1261",1910
"1262",1834
"1263",1809
"1264",1835
"1265",1855
"1266",1868
"1267",1844
"1268",1861
"1269",1925
"1270",1879
