-0.149,0.149,0.772,-0.242,-0.242
-0.45,0.45,-0.617,0.645,0.645
-0.46,0.46,-0.154,-0.403,-0.403
0.563,0.563,0,-0+0.426i,-0-0.426i
0.497,0.497,-0,0-0.426i,0+0.426i
