-0.167,-0.07-0.118i,-0.07+0.118i,0.402,0.503
-0.517,0.148+0.379i,0.148-0.379i,0.491,-0.159
-0.632,0.3-0.241i,0.3+0.241i,0.139,-0.638
-0.492,-0.735,-0.735,-0.667,-0.221
-0.251,0.357-0.019i,0.357+0.019i,-0.365,0.516
